core	age_calkaBP	d18Obenth	d18Ow	sealevel
1218 Palike	29047.00	2.09	0.51	-31.25
1218 Palike	29054.00	1.86	0.27	-16.68
1218 Palike	29060.00	1.76	0.17	-10.74
1218 Palike	29067.00	1.79	0.20	-12.48
1218 Palike	29070.00	1.86	0.27	-16.74
1218 Palike	29073.00	1.90	0.31	-19.15
1218 Palike	29080.00	1.66	0.07	-4.28
1218 Palike	29086.00	1.94	0.35	-21.41
1218 Palike	29099.00	1.44	-0.16	9.56
1218 Palike	29103.00	1.58	-0.02	0.98
1218 Palike	29105.00	1.47	-0.13	7.76
1218 Palike	29109.00	1.81	0.21	-13.14
1218 Palike	29114.00	2.06	0.46	-28.49
1218 Palike	29118.00	2.08	0.48	-29.70
1218 Palike	29122.00	2.10	0.50	-30.90
1218 Palike	29125.00	1.87	0.27	-16.73
1218 Palike	29127.00	1.98	0.38	-23.48
1218 Palike	29131.00	1.97	0.37	-22.84
1218 Palike	29135.00	1.96	0.36	-22.20
1218 Palike	29140.00	1.91	0.31	-19.09
1218 Palike	29144.00	1.65	0.05	-3.07
1218 Palike	29146.00	1.61	0.01	-0.59
1218 Palike	29147.00	1.61	0.01	-0.59
1218 Palike	29153.00	1.76	0.16	-9.78
1218 Palike	29158.00	2.29	0.69	-42.36
1218 Palike	29162.00	1.65	0.05	-2.95
1218 Palike	29166.00	1.74	0.14	-8.46
1218 Palike	29169.00	1.46	-0.14	8.79
1218 Palike	29171.00	1.75	0.15	-9.05
1218 Palike	29175.00	2.03	0.43	-26.25
1218 Palike	29180.00	1.96	0.36	-21.91
1218 Palike	29184.00	2.28	0.68	-41.58
1218 Palike	29188.00	2.12	0.52	-31.71
1218 Palike	29191.00	1.48	-0.13	7.70
1218 Palike	29197.00	1.98	0.37	-23.03
1218 Palike	29202.00	2.06	0.45	-27.95
1218 Palike	29206.00	1.95	0.34	-21.20
1218 Palike	29210.00	1.35	-0.26	15.71
1218 Palike	29213.00	1.62	0.02	-0.93
1218 Palike	29215.00	1.47	-0.13	8.29
1218 Palike	29216.00	1.45	-0.15	9.52
1218 Palike	29220.00	1.69	0.09	-5.27
1218 Palike	29225.00	1.52	-0.08	5.17
1218 Palike	29230.00	1.29	-0.31	19.29
1218 Palike	29235.00	1.41	-0.19	11.88
1218 Palike	29238.00	1.69	0.09	-5.36
1218 Palike	29240.00	1.85	0.25	-15.22
1218 Palike	29245.00	1.57	-0.03	1.99
1218 Palike	29250.00	1.92	0.32	-19.58
1218 Palike	29255.00	1.83	0.22	-13.76
1218 Palike	29260.00	1.67	0.07	-4.14
1218 Palike	29269.00	1.95	0.35	-21.52
1218 Palike	29274.00	2.04	0.44	-27.09
1218 Palike	29280.00	1.69	0.09	-5.58
1218 Palike	29282.00	1.79	0.19	-11.44
1218 Palike	29284.00	1.76	0.16	-9.91
1218 Palike	29289.00	1.71	0.11	-6.86
1218 Palike	29294.00	1.69	0.09	-5.65
1218 Palike	29298.00	1.62	0.02	-1.37
1218 Palike	29299.00	1.86	0.26	-16.14
1218 Palike	29303.00	1.40	-0.20	12.12
1218 Palike	29304.00	1.47	-0.12	7.60
1218 Palike	29307.00	1.80	0.20	-12.54
1218 Palike	29309.00	1.63	0.03	-2.11
1218 Palike	29312.00	1.61	0.01	-0.92
1218 Palike	29314.00	1.56	-0.04	2.44
1218 Palike	29316.00	1.62	0.03	-1.58
1218 Palike	29320.00	1.27	-0.32	19.90
1218 Palike	29325.00	1.01	-0.58	35.84
1218 Palike	29326.00	1.30	-0.29	17.98
1218 Palike	29329.00	1.54	-0.05	3.17
1218 Palike	29333.00	1.53	-0.06	3.74
1218 Palike	29338.00	1.30	-0.29	17.83
1218 Palike	29342.00	1.16	-0.43	26.39
1218 Palike	29347.00	0.95	-0.64	39.25
1218 Palike	29348.00	1.11	-0.48	29.39
1218 Palike	29351.00	1.10	-0.49	29.97
1218 Palike	29355.00	1.71	0.12	-7.63
1218 Palike	29360.00	1.89	0.30	-18.77
1218 Palike	29362.00	1.54	-0.04	2.75
1218 Palike	29364.00	1.75	0.17	-10.20
1218 Palike	29369.00	1.82	0.24	-14.58
1218 Palike	29370.00	1.54	-0.04	2.64
1218 Palike	29371.00	1.79	0.21	-12.76
1218 Palike	29373.00	1.86	0.28	-17.09
1218 Palike	29379.00	1.67	0.09	-5.47
1218 Palike	29386.00	1.87	0.29	-17.87
1218 Palike	29392.00	1.44	-0.14	8.51
1218 Palike	29399.00	1.81	0.23	-14.04
1218 Palike	29401.00	1.70	0.12	-7.60
1218 Palike	29406.00	1.66	0.08	-5.18
1218 Palike	29414.00	1.73	0.16	-9.55
1218 Palike	29422.00	2.12	0.55	-33.61
1218 Palike	29429.00	1.75	0.18	-10.89
1218 Palike	29436.00	1.64	0.07	-4.18
1218 Palike	29440.00	1.70	0.13	-7.90
1218 Palike	29444.00	1.35	-0.22	13.61
1218 Palike	29451.00	1.44	-0.13	8.01
1218 Palike	29458.00	1.17	-0.40	24.57
1218 Palike	29459.00	1.53	-0.04	2.41
1218 Palike	29464.00	1.48	-0.09	5.76
1218 Palike	29466.00	1.07	-0.50	30.67
1218 Palike	29469.00	1.44	-0.13	7.87
1218 Palike	29471.00	1.72	0.15	-9.37
1218 Palike	29473.00	1.35	-0.22	13.38
1218 Palike	29477.00	1.63	0.06	-3.88
1218 Palike	29481.00	1.59	0.02	-1.45
1218 Palike	29484.00	1.40	-0.17	10.22
1218 Palike	29490.00	1.53	-0.04	2.17
1218 Palike	29491.00	1.58	0.01	-0.91
1218 Palike	29499.00	1.83	0.27	-16.36
1218 Palike	29504.00	1.82	0.26	-15.73
1218 Palike	29506.00	1.69	0.13	-7.72
1218 Palike	29506.00	1.19	-0.37	23.05
1218 Palike	29513.00	1.96	0.39	-24.30
1218 Palike	29520.00	1.43	-0.14	8.35
1218 Palike	29528.00	1.37	-0.20	12.09
1218 Palike	29540.00	1.71	0.14	-8.78
1218 Palike	29542.00	1.56	-0.01	0.47
1218 Palike	29550.00	1.54	-0.03	1.74
1218 Palike	29557.00	1.65	0.08	-5.00
1218 Palike	29564.00	1.70	0.13	-8.04
1218 Palike	29571.00	1.70	0.13	-8.00
1218 Palike	29577.00	1.79	0.22	-13.51
1218 Palike	29579.00	1.78	0.21	-12.88
1218 Palike	29586.00	1.49	-0.08	5.00
1218 Palike	29593.00	1.58	0.01	-0.50
1218 Palike	29601.00	1.66	0.09	-5.36
1218 Palike	29608.00	1.58	0.00	-0.27
1218 Palike	29609.00	1.56	-0.02	0.99
1218 Palike	29612.00	1.41	-0.17	10.29
1218 Palike	29615.00	1.84	0.26	-16.10
1218 Palike	29616.00	1.56	-0.02	1.16
1218 Palike	29620.00	1.13	-0.45	27.72
1218 Palike	29623.00	1.26	-0.32	19.79
1218 Palike	29626.00	1.77	0.19	-11.52
1218 Palike	29630.00	1.75	0.16	-9.88
1218 Palike	29634.00	1.68	0.09	-5.78
1218 Palike	29638.00	1.50	-0.09	5.39
1218 Palike	29641.00	1.46	-0.13	8.23
1218 Palike	29644.00	1.22	-0.37	22.77
1218 Palike	29648.00	2.06	0.46	-28.52
1218 Palike	29652.00	1.73	0.14	-8.42
1218 Palike	29653.00	1.60	0.01	-0.39
1218 Palike	29656.00	0.86	-0.73	45.22
1218 Palike	29663.00	1.95	0.35	-21.69
1218 Palike	29671.00	1.45	-0.15	9.28
1218 Palike	29680.00	1.82	0.22	-13.27
1218 Palike	29688.00	1.79	0.18	-11.23
1218 Palike	29697.00	1.67	0.06	-3.62
1218 Palike	29699.00	1.55	-0.06	3.81
1218 Palike	29706.00	1.70	0.08	-5.18
1218 Palike	29714.00	1.36	-0.26	16.02
1218 Palike	29721.00	1.53	-0.09	5.80
1218 Palike	29735.00	1.54	-0.09	5.67
1218 Palike	29735.00	1.25	-0.38	23.52
1218 Palike	29738.00	1.28	-0.35	21.78
1218 Palike	29741.00	0.99	-0.65	39.73
1218 Palike	29748.00	1.35	-0.29	17.82
1218 Palike	29753.00	1.28	-0.37	22.61
1218 Palike	29758.00	1.98	0.33	-20.60
1218 Palike	29763.00	1.66	0.01	-0.43
1218 Palike	29765.00	1.73	0.08	-4.97
1218 Palike	29767.00	1.71	0.06	-3.67
1218 Palike	29772.00	1.57	-0.08	5.12
1218 Palike	29777.00	1.63	-0.03	1.91
1218 Palike	29782.00	1.57	-0.09	5.47
1218 Palike	29787.00	1.66	0.00	0.10
1218 Palike	29789.00	1.18	-0.48	29.71
1218 Palike	29796.00	1.39	-0.28	17.03
1218 Palike	29801.00	1.93	0.26	-16.03
1218 Palike	29806.00	1.49	-0.18	11.21
1218 Palike	29811.00	1.39	-0.28	17.52
1218 Palike	29813.00	1.50	-0.18	10.81
1218 Palike	29816.00	1.30	-0.38	23.52
1218 Palike	29820.00	1.58	-0.10	6.10
1218 Palike	29825.00	1.33	-0.35	21.64
1218 Palike	29830.00	1.18	-0.50	31.03
1218 Palike	29838.00	1.33	-0.36	22.05
1218 Palike	29842.00	1.54	-0.15	9.25
1218 Palike	29846.00	1.95	0.26	-15.86
1218 Palike	29848.00	1.29	-0.40	24.82
1218 Palike	29852.00	1.58	-0.12	7.10
1218 Palike	29855.00	1.56	-0.14	8.42
1218 Palike	29856.00	1.74	0.04	-2.63
1218 Palike	29859.00	1.58	-0.12	7.31
1218 Palike	29863.00	1.51	-0.19	11.74
1218 Palike	29871.00	1.76	0.06	-3.39
1218 Palike	29880.00	1.75	0.04	-2.50
1218 Palike	29884.00	1.61	-0.11	6.55
1218 Palike	29889.00	1.80	0.08	-4.99
1218 Palike	29893.00	1.54	-0.18	10.83
1218 Palike	29897.00	1.87	0.15	-9.35
1218 Palike	29906.00	1.85	0.13	-7.92
1218 Palike	29911.00	1.94	0.22	-13.37
1218 Palike	29915.00	1.65	-0.08	4.86
1218 Palike	29918.00	2.09	0.37	-22.47
1218 Palike	29922.00	1.67	-0.06	3.75
1218 Palike	29925.00	1.80	0.07	-4.19
1218 Palike	29929.00	1.81	0.08	-4.74
1218 Palike	29932.00	1.65	-0.08	4.86
1218 Palike	29936.00	1.58	-0.16	9.54
1218 Palike	29939.00	1.57	-0.16	9.91
1218 Palike	29943.00	1.92	0.19	-11.77
1218 Palike	29944.00	1.65	-0.08	5.07
1218 Palike	29946.00	1.62	-0.11	6.96
1218 Palike	29950.00	1.97	0.24	-14.72
1218 Palike	29953.00	1.49	-0.25	15.08
1218 Palike	29957.00	1.71	-0.03	1.92
1218 Palike	29960.00	1.33	-0.41	25.05
1218 Palike	29964.00	1.55	-0.19	11.59
1218 Palike	29967.00	1.43	-0.31	19.03
1218 Palike	29970.00	1.63	-0.12	7.08
1218 Palike	29974.00	1.86	0.12	-7.31
1218 Palike	29977.00	1.88	0.14	-8.48
1218 Palike	29979.00	1.87	0.13	-7.83
1218 Palike	29981.00	1.54	-0.20	12.51
1218 Palike	29984.00	1.76	0.02	-0.97
1218 Palike	29988.00	1.56	-0.19	11.41
1218 Palike	29991.00	1.73	-0.01	0.80
1218 Palike	29995.00	1.57	-0.18	10.92
1218 Palike	29998.00	1.93	0.18	-11.18
1218 Palike	30002.00	1.70	-0.05	3.00
1218 Palike	30005.00	1.84	0.09	-5.62
1218 Palike	30009.00	1.78	0.03	-1.94
1218 Palike	30012.00	1.71	-0.04	2.36
1218 Palike	30014.00	1.60	-0.15	9.13
1218 Palike	30016.00	1.58	-0.17	10.35
1218 Palike	30019.00	1.46	-0.29	17.73
1218 Palike	30023.00	1.71	-0.04	2.33
1218 Palike	30026.00	1.75	0.00	-0.13
1218 Palike	30029.00	1.71	-0.04	2.32
1218 Palike	30033.00	1.75	0.00	-0.15
1218 Palike	30036.00	1.58	-0.17	10.30
1218 Palike	30040.00	1.68	-0.07	4.14
1218 Palike	30043.00	1.77	0.02	-1.41
1218 Palike	30047.00	2.04	0.29	-18.03
1218 Palike	30051.00	1.88	0.13	-8.20
1218 Palike	30054.00	1.86	0.11	-6.98
1218 Palike	30058.00	2.04	0.29	-18.06
1218 Palike	30062.00	1.90	0.15	-9.46
1218 Palike	30066.00	1.75	0.00	-0.24
1218 Palike	30069.00	1.76	0.01	-0.86
1218 Palike	30073.00	1.99	0.24	-15.03
1218 Palike	30077.00	1.81	0.06	-3.96
1218 Palike	30080.00	1.63	-0.12	7.11
1218 Palike	30084.00	2.07	0.32	-19.98
1218 Palike	30086.00	1.75	0.00	-0.29
1218 Palike	30088.00	1.83	0.08	-5.22
1218 Palike	30092.00	1.82	0.07	-4.61
1218 Palike	30095.00	1.73	-0.01	0.92
1218 Palike	30099.00	1.89	0.15	-8.94
1218 Palike	30103.00	1.85	0.11	-6.52
1218 Palike	30107.00	2.02	0.28	-17.04
1218 Palike	30111.00	1.67	-0.07	4.44
1218 Palike	30114.00	1.83	0.09	-5.45
1218 Palike	30118.00	1.88	0.14	-8.58
1218 Palike	30122.00	1.70	-0.04	2.44
1218 Palike	30124.00	1.64	-0.10	6.10
1218 Palike	30125.00	1.86	0.12	-7.45
1218 Palike	30129.00	1.79	0.05	-3.20
1218 Palike	30133.00	1.71	-0.03	1.67
1218 Palike	30137.00	1.79	0.05	-3.31
1218 Palike	30140.00	2.02	0.28	-17.51
1218 Palike	30144.00	1.64	-0.09	5.82
1218 Palike	30148.00	1.82	0.09	-5.32
1218 Palike	30152.00	1.77	0.04	-2.30
1218 Palike	30155.00	1.78	0.05	-2.95
1218 Palike	30159.00	1.63	-0.10	6.22
1218 Palike	30161.00	1.38	-0.35	21.58
1218 Palike	30163.00	1.59	-0.14	8.62
1218 Palike	30167.00	1.52	-0.21	12.88
1218 Palike	30170.00	1.59	-0.14	8.52
1218 Palike	30174.00	1.67	-0.06	3.54
1218 Palike	30178.00	1.65	-0.08	4.72
1218 Palike	30182.00	1.68	-0.05	2.82
1218 Palike	30185.00	1.48	-0.25	15.08
1218 Palike	30189.00	1.54	-0.18	11.33
1218 Palike	30193.00	1.40	-0.32	19.89
1218 Palike	30197.00	1.27	-0.45	27.83
1218 Palike	30198.00	1.42	-0.30	18.59
1218 Palike	30201.00	1.57	-0.15	9.32
1218 Palike	30204.00	1.70	-0.02	1.28
1218 Palike	30208.00	1.34	-0.38	23.38
1218 Palike	30212.00	1.71	-0.01	0.56
1218 Palike	30215.00	1.73	0.01	-0.71
1218 Palike	30218.00	1.69	-0.03	1.71
1218 Palike	30221.00	1.62	-0.10	5.98
1218 Palike	30223.00	1.40	-0.32	19.49
1218 Palike	30226.00	1.81	0.09	-5.78
1218 Palike	30229.00	1.69	-0.03	1.57
1218 Palike	30231.00	1.78	0.06	-3.99
1218 Palike	30232.00	1.45	-0.26	16.30
1218 Palike	30235.00	1.72	0.01	-0.35
1218 Palike	30238.00	1.58	-0.13	8.22
1218 Palike	30241.00	1.64	-0.07	4.49
1218 Palike	30244.00	1.86	0.15	-9.09
1218 Palike	30246.00	2.00	0.29	-17.73
1218 Palike	30249.00	1.80	0.09	-5.46
1218 Palike	30252.00	1.52	-0.19	11.73
1218 Palike	30255.00	1.64	-0.07	4.31
1218 Palike	30258.00	1.61	-0.10	6.12
1218 Palike	30259.00	1.47	-0.24	14.72
1218 Palike	30261.00	1.88	0.17	-10.23
1218 Palike	30264.00	1.95	0.24	-14.88
1218 Palike	30267.00	2.02	0.31	-19.23
1218 Palike	30269.00	1.81	0.10	-6.33
1218 Palike	30272.00	1.77	0.06	-3.91
1218 Palike	30275.00	1.67	-0.04	2.21
1218 Palike	30278.00	1.57	-0.14	8.32
1218 Palike	30281.00	1.54	-0.16	10.13
1218 Palike	30284.00	1.52	-0.18	11.32
1218 Palike	30288.00	1.69	-0.01	0.81
1218 Palike	30290.00	1.70	0.00	0.17
1218 Palike	30292.00	1.71	0.01	-0.48
1218 Palike	30297.00	1.81	0.11	-6.69
1218 Palike	30302.00	1.55	-0.15	9.25
1218 Palike	30306.00	1.56	-0.14	8.61
1218 Palike	30311.00	1.67	-0.03	1.81
1218 Palike	30315.00	1.67	-0.03	1.79
1218 Palike	30320.00	1.48	-0.22	13.45
1218 Palike	30325.00	1.68	-0.02	1.11
1218 Palike	30329.00	1.34	-0.36	22.00
1218 Palike	30333.00	1.74	0.04	-2.64
1218 Palike	30335.00	1.42	-0.28	17.04
1218 Palike	30337.00	1.88	0.18	-11.28
1218 Palike	30341.00	1.89	0.19	-11.92
1218 Palike	30345.00	1.89	0.19	-11.95
1218 Palike	30350.00	2.01	0.31	-19.36
1218 Palike	30354.00	1.77	0.08	-4.62
1218 Palike	30358.00	1.59	-0.10	6.43
1218 Palike	30362.00	2.04	0.35	-21.29
1218 Palike	30366.00	1.50	-0.19	11.92
1218 Palike	30370.00	1.51	-0.18	11.28
1218 Palike	30374.00	1.77	0.08	-4.75
1218 Palike	30376.00	1.59	-0.10	6.31
1218 Palike	30378.00	1.82	0.12	-7.54
1218 Palike	30382.00	1.83	0.14	-8.49
1218 Palike	30386.00	1.65	-0.04	2.56
1218 Palike	30390.00	1.88	0.19	-11.62
1218 Palike	30394.00	1.77	0.08	-4.88
1218 Palike	30398.00	1.64	-0.05	3.10
1218 Palike	30403.00	1.70	0.01	-0.61
1218 Palike	30407.00	1.64	-0.05	3.08
1218 Palike	30411.00	1.59	-0.10	6.16
1218 Palike	30415.00	1.59	-0.10	6.16
1218 Palike	30416.00	1.68	-0.01	0.62
1218 Palike	30419.00	1.75	0.06	-3.69
1218 Palike	30423.00	1.80	0.11	-6.76
1218 Palike	30427.00	1.97	0.28	-17.23
1218 Palike	30431.00	1.56	-0.13	8.01
1218 Palike	30435.00	1.58	-0.11	6.77
1218 Palike	30439.00	1.75	0.06	-3.69
1218 Palike	30443.00	1.42	-0.27	16.62
1218 Palike	30448.00	1.64	-0.05	3.08
1218 Palike	30452.00	1.32	-0.37	22.77
1218 Palike	30457.00	1.82	0.13	-7.99
1218 Palike	30459.00	1.69	0.00	0.01
1218 Palike	30462.00	1.65	-0.04	2.47
1218 Palike	30466.00	1.66	-0.03	1.85
1218 Palike	30471.00	1.68	-0.01	0.62
1218 Palike	30476.00	2.11	0.42	-25.84
1218 Palike	30480.00	1.75	0.06	-3.69
1218 Palike	30485.00	1.92	0.23	-14.15
1218 Palike	30487.00	1.91	0.22	-13.53
1218 Palike	30490.00	1.40	-0.29	17.85
1218 Palike	30492.00	1.81	0.12	-7.38
1218 Palike	30494.00	1.74	0.05	-3.07
1218 Palike	30496.00	1.92	0.23	-14.15
1218 Palike	30498.00	1.65	-0.04	2.47
1218 Palike	30500.00	1.77	0.08	-4.92
1218 Palike	30502.00	1.73	0.04	-2.46
1218 Palike	30505.00	1.75	0.06	-3.69
1218 Palike	30510.00	1.68	-0.01	0.61
1218 Palike	30514.00	1.89	0.20	-12.32
1218 Palike	30519.00	1.25	-0.44	27.06
1218 Palike	30524.00	1.69	0.00	-0.03
1218 Palike	30528.00	1.74	0.05	-3.11
1218 Palike	30533.00	1.64	-0.05	3.04
1218 Palike	30538.00	1.57	-0.12	7.34
1218 Palike	30542.00	1.41	-0.28	17.18
1218 Palike	30547.00	1.37	-0.32	19.64
1218 Palike	30552.00	1.29	-0.40	24.55
1218 Palike	30556.00	1.72	0.03	-1.91
1218 Palike	30561.00	1.40	-0.29	17.77
1218 Palike	30565.00	1.58	-0.11	6.69
1218 Palike	30570.00	1.55	-0.14	8.53
1218 Palike	30575.00	1.68	-0.01	0.52
1218 Palike	30579.00	1.89	0.20	-12.40
1218 Palike	30584.00	1.58	-0.11	6.67
1218 Palike	30589.00	1.64	-0.05	2.97
1218 Palike	30593.00	1.81	0.12	-7.50
1218 Palike	30598.00	1.80	0.11	-6.89
1218 Palike	30599.00	1.76	0.07	-4.43
1218 Palike	30602.00	1.83	0.14	-8.75
1218 Palike	30607.00	1.44	-0.25	15.22
1218 Palike	30612.00	1.50	-0.19	11.49
1218 Palike	30616.00	1.79	0.10	-6.38
1218 Palike	30621.00	1.45	-0.24	14.51
1218 Palike	30626.00	1.29	-0.40	24.32
1218 Palike	30630.00	1.48	-0.20	12.61
1218 Palike	30635.00	1.58	-0.10	6.42
1218 Palike	30640.00	1.39	-0.29	18.08
1218 Palike	30644.00	1.01	-0.67	41.44
1218 Palike	30649.00	1.28	-0.40	24.79
1218 Palike	30653.00	1.48	-0.20	12.46
1218 Palike	30658.00	1.48	-0.20	12.42
1218 Palike	30663.00	1.73	0.05	-2.99
1218 Palike	30667.00	1.81	0.13	-7.94
1218 Palike	30672.00	1.59	-0.09	5.56
1218 Palike	30677.00	1.75	0.07	-4.31
1218 Palike	30681.00	2.00	0.32	-19.72
1218 Palike	30686.00	1.74	0.06	-3.76
1218 Palike	30690.00	1.58	-0.10	6.06
1218 Palike	30695.00	1.30	-0.38	23.26
1218 Palike	30700.00	1.73	0.05	-3.23
1218 Palike	30704.00	1.46	-0.22	13.35
1218 Palike	30709.00	1.48	-0.20	12.07
1218 Palike	30714.00	1.53	-0.15	8.95
1218 Palike	30718.00	1.66	-0.01	0.91
1218 Palike	30723.00	1.76	0.09	-5.29
1218 Palike	30728.00	1.63	-0.04	2.67
1218 Palike	30732.00	1.75	0.08	-4.75
1218 Palike	30737.00	1.86	0.19	-11.57
1218 Palike	30741.00	1.72	0.05	-2.99
1218 Palike	30746.00	1.73	0.06	-3.65
1218 Palike	30751.00	1.65	-0.02	1.23
1218 Palike	30755.00	1.88	0.21	-12.96
1218 Palike	30760.00	1.56	-0.11	6.69
1218 Palike	30765.00	1.67	0.00	-0.13
1218 Palike	30769.00	1.68	0.01	-0.78
1218 Palike	30774.00	1.59	-0.08	4.71
1218 Palike	30778.00	1.56	-0.11	6.52
1218 Palike	30783.00	1.53	-0.14	8.32
1218 Palike	30788.00	1.66	0.00	0.28
1218 Palike	30792.00	1.98	0.32	-19.45
1218 Palike	30797.00	1.86	0.20	-12.11
1218 Palike	30802.00	1.53	-0.13	8.15
1218 Palike	30806.00	1.35	-0.31	19.19
1218 Palike	30811.00	1.85	0.19	-11.62
1218 Palike	30816.00	1.43	-0.23	14.18
1218 Palike	30820.00	1.73	0.07	-4.32
1218 Palike	30834.00	1.49	-0.17	10.32
1218 Palike	30839.00	1.46	-0.20	12.13
1218 Palike	30843.00	1.60	-0.06	3.47
1218 Palike	30848.00	1.39	-0.27	16.35
1218 Palike	30853.00	1.50	-0.15	9.54
1218 Palike	30857.00	1.85	0.20	-12.04
1218 Palike	30862.00	1.56	-0.09	5.76
1218 Palike	30866.00	1.86	0.21	-12.73
1218 Palike	30869.00	1.41	-0.24	14.93
1218 Palike	30871.00	1.63	-0.02	1.37
1218 Palike	30876.00	1.77	0.12	-7.29
1218 Palike	30880.00	1.78	0.13	-7.94
1218 Palike	30885.00	1.87	0.22	-13.52
1218 Palike	30890.00	1.48	-0.17	10.43
1218 Palike	30894.00	1.91	0.26	-16.06
1218 Palike	30899.00	1.86	0.21	-13.03
1218 Palike	30903.00	2.03	0.38	-23.52
1218 Palike	30908.00	1.62	-0.03	1.68
1218 Palike	30913.00	2.19	0.54	-33.43
1218 Palike	30916.00	1.59	-0.06	3.47
1218 Palike	30917.00	1.90	0.25	-15.61
1218 Palike	30920.00	1.60	-0.05	2.83
1218 Palike	30925.00	1.72	0.07	-4.59
1218 Palike	30929.00	1.78	0.13	-8.31
1218 Palike	30933.00	1.81	0.17	-10.18
1218 Palike	30934.00	1.80	0.16	-9.57
1218 Palike	30939.00	1.86	0.22	-13.29
1218 Palike	30940.00	1.86	0.22	-13.30
1218 Palike	30941.00	1.86	0.22	-13.31
1218 Palike	30944.00	1.72	0.08	-4.71
1218 Palike	30948.00	1.81	0.17	-10.28
1218 Palike	30950.00	1.88	0.24	-14.60
1218 Palike	30954.00	1.66	0.02	-1.08
1218 Palike	30956.00	1.93	0.29	-17.71
1218 Palike	30960.00	1.77	0.13	-7.89
1218 Palike	30964.00	1.70	0.06	-3.61
1218 Palike	30967.00	1.68	0.04	-2.40
1218 Palike	30969.00	1.44	-0.20	12.36
1218 Palike	30971.00	1.63	-0.01	0.65
1218 Palike	30974.00	1.70	0.06	-3.67
1218 Palike	30978.00	1.54	-0.10	6.15
1218 Palike	30982.00	1.41	-0.23	14.12
1218 Palike	30983.00	1.41	-0.23	14.11
1218 Palike	30986.00	1.69	0.05	-3.14
1218 Palike	30989.00	1.81	0.17	-10.54
1218 Palike	30998.00	1.78	0.14	-8.75
1218 Palike	30999.00	2.37	0.73	-45.07
1218 Palike	31001.00	1.57	-0.07	4.15
1218 Palike	31004.00	1.60	-0.04	2.28
1218 Palike	31008.00	1.56	-0.08	4.71
1218 Palike	31013.00	1.63	-0.01	0.36
1218 Palike	31017.00	1.72	0.08	-5.20
1218 Palike	31020.00	1.57	-0.07	4.00
1218 Palike	31023.00	1.57	-0.06	3.98
1218 Palike	31027.00	1.66	0.03	-1.59
1218 Palike	31031.00	1.52	-0.11	6.99
1218 Palike	31035.00	1.60	-0.03	2.04
1218 Palike	31038.00	1.40	-0.23	14.32
1218 Palike	31041.00	1.37	-0.26	16.15
1218 Palike	31046.00	1.34	-0.29	17.95
1218 Palike	31050.00	1.69	0.06	-3.61
1218 Palike	31053.00	1.52	-0.11	6.82
1218 Palike	31057.00	1.70	0.07	-4.28
1218 Palike	31060.00	1.71	0.08	-4.92
1218 Palike	31065.00	1.57	-0.06	3.65
1218 Palike	31069.00	1.42	-0.21	12.85
1218 Palike	31072.00	1.32	-0.31	18.98
1218 Palike	31075.00	1.38	-0.25	15.58
1218 Palike	31079.00	1.37	-0.26	15.85
1218 Palike	31084.00	1.33	-0.30	18.28
1218 Palike	31087.00	1.69	0.06	-3.90
1218 Palike	31090.00	1.30	-0.33	20.07
1218 Palike	31094.00	1.48	-0.15	8.97
1218 Palike	31095.00	1.48	-0.15	8.96
1218 Palike	31098.00	1.50	-0.13	7.71
1218 Palike	31103.00	1.53	-0.09	5.80
1218 Palike	31106.00	1.40	-0.22	13.76
1218 Palike	31109.00	1.45	-0.17	10.64
1218 Palike	31113.00	1.62	0.00	0.12
1218 Palike	31117.00	1.58	-0.04	2.52
1218 Palike	31121.00	1.69	0.07	-4.30
1218 Palike	31125.00	1.67	0.05	-3.13
1218 Palike	31128.00	1.60	-0.02	1.14
1218 Palike	31132.00	1.46	-0.16	9.70
1218 Palike	31136.00	1.60	-0.02	1.02
1218 Palike	31140.00	1.42	-0.20	12.04
1218 Palike	31144.00	1.38	-0.23	14.45
1218 Palike	31147.00	1.52	-0.09	5.79
1218 Palike	31152.00	1.37	-0.24	14.95
1218 Palike	31156.00	1.47	-0.14	8.74
1218 Palike	31160.00	1.38	-0.23	14.22
1218 Palike	31164.00	1.67	0.06	-3.68
1218 Palike	31167.00	1.50	-0.11	6.74
1218 Palike	31171.00	1.54	-0.07	4.22
1218 Palike	31175.00	1.54	-0.07	4.16
1218 Palike	31179.00	1.52	-0.09	5.34
1218 Palike	31183.00	1.45	-0.16	9.59
1218 Palike	31186.00	1.48	-0.13	7.70
1218 Palike	31190.00	1.69	0.09	-5.28
1218 Palike	31194.00	1.84	0.24	-14.57
1218 Palike	31198.00	1.63	0.03	-1.70
1218 Palike	31201.00	1.50	-0.10	6.24
1218 Palike	31205.00	1.48	-0.12	7.38
1218 Palike	31209.00	1.62	0.02	-1.33
1218 Palike	31213.00	1.56	-0.04	2.27
1218 Palike	31216.00	1.77	0.17	-10.72
1218 Palike	31220.00	1.83	0.24	-14.51
1218 Palike	31224.00	1.59	0.00	0.17
1218 Palike	31228.00	1.63	0.04	-2.38
1218 Palike	31232.00	1.50	-0.09	5.52
1218 Palike	31235.00	1.32	-0.27	16.53
1218 Palike	31239.00	1.38	-0.21	12.74
1218 Palike	31243.00	1.53	-0.06	3.42
1218 Palike	31247.00	1.77	0.19	-11.44
1218 Palike	31250.00	1.62	0.04	-2.28
1218 Palike	31254.00	1.62	0.04	-2.37
1218 Palike	31258.00	1.50	-0.08	4.92
