order	family	genus	accepted_name	status	gen_lvl_status	cc	state	locality	formation	period	epoch	Sub_epoch	stage	min_ma	max_ma	collection_no	authorizer	primary_reference
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Chubut	La Cancha		Paleogene	Oligocene	Early Oligocene	Tinguirirican	27.82	33.9	176200	P. Mannion	A. A. Carlini, M. Cancio, and G. J. Scillato-Yané. 2005. Los Xenarthra de Gran Barranca: Más de 20 Ma de historia. Actas del XVI Congreso Geológico Argentino. La Plata 2005
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Chubut			Neogene	Miocene	Langhian-Serravallian (Laventan-Colloncuran)	Langhian-Serravallian (Laventan-Colloncuran)	11.5	15.5	215594	E. Vlachos	J. Bucher, M. E. Pérez, and L. R. González Ruiz, L. D.'Elia, A. Bilmes. 2020. New middle Miocene (Langhian - Serravallian) vertebrate localities in northwestern Patagonia, Argentina: A contribution to high latitude south american land mammal ages sequence. Journal of South American Earth Sciences
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Jujuy	Calahoyo		Neogene	Miocene	middle Late Miocene	middle Late Miocene	5.333	9	201998	P. Mannion	S. I. Quiñones, A. R. Miño-Boilini, and A. E. Zurita, S. A. Contreras, C. A. Luna, A. M. Candela, M. Camacho, M. D. Ercoli, N. Solís, D. Brandoni. 2019. New records of Neogene Xenarthra (Mammalia) from eastern Puna (Argentina): diversity and biochronology. Journal of Paleontology 93(6):1258-1275
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Jujuy	Los Alisos	Guanaco Fm.	Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	202339	P. Mannion	M. D. Ercoli, A. Álvarez, and C. Santamans, S. A. González Patagua, J. P. Villalba Ulberich, O. E. Constantini. 2019. Los Alisos, a new fossiliferous locality for Guanaco Formation (late Miocene) in Jujuy (Argentina), and a first approach of its paleoecological and biochronology implications. Journal of South American Earth Sciences 93:203-213
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Río Negro	El Cuy	Fm. Chinchinales	Neogene	Miocene	Early Miocene	Colhuehuapian	15.97	23.03	89093	D. Croft	C. Barrio, A. A. Carlini, and F. J. Goin. 1989. Litogénesis y antigüedad de la Formación Chichinales de Paso Córdoba (Río Negro, Argentina). Actas, IV Congreso Argentino de Paleontología y Bioestratigrafía, Mendoza 4(4):149-156
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_patagonicus	extinct	extinct	AR	Chubut	Cruces Infinitos / Los Yeguarizos	Collón Curá	Neogene	Miocene	Middle Miocene	Colloncuran	11.63	15.97	215594	E. Vlachos	J. Bucher, M. E. Pérez, and L. R. González Ruiz, L. D.'Elia, A. Bilmes. 2020. New middle Miocene (Langhian - Serravallian) vertebrate localities in northwestern Patagonia, Argentina: A contribution to high latitude south american land mammal ages sequence. Journal of South American Earth Sciences
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_a	extinct	extinct	AR	Santa Cruz	Yaten Huageno (= Ea. El Refugio)	Santa Cruz	Neogene	Miocene	Early Miocene	Santacrucian	15.97	23.03	176625	J. Zijlstra	J. C. Fernicola, J. I. Cuitiño, and S. F. Vizcaíno, M. S. Bargo, R. F. Kay. 2014. Fossil localities of the Santa Cruz Formation (Early Miocene, Patagonia, Argentina) prospected by Carlos Ameghino in 1887 revisited and the location of the Notohippidian. Journal of South American Earth Sciences 52:94-107
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_centralis	extinct	extinct	AR	Chubut	Gran Barranca		Neogene	Miocene	Pinturense (early Miocene)	Pinturense (early Miocene)	20	21	176205	P. Mannion	A. A. Carlini, M. Cancio, and G. J. Scillato-Yané. 2005. Los Xenarthra de Gran Barranca: Más de 20 Ma de historia. Actas del XVI Congreso Geológico Argentino. La Plata 2005
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_patagonicus	extinct	extinct	AR	Chubut	Gran Barranca	Sarmiento (Colhue Huapi upper mb)	Neogene	Miocene	Burdigalian (Colhuehuapian)	Burdigalian (Colhuehuapian)	20	21	176205	J. Zijlstra	A. G. Kramarz, M. G. Vucetich, and A. A. Carlini, M. R. Ciancio, M. A. Abello, C. M. Deschamps, J. N. Gelfo. 2010. A new mammal fauna at the top of the Gran Barranca sequence and its biochronological significance.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_planus	extinct	extinct	AR	Santa Cruz	Cerro Boleadoras		Neogene	Miocene	Middle Miocene	Friasian	11.63	15.97	197691	P. Mannion	G. J. Scillato-Yané and A. A. Carlini. 1998. Nuevos Xenarthra del Friasense (Mioceno medio) de Argentina. Studia geologica salmanticensia 34:43-67
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_planus	extinct	extinct	AR	Santa Cruz			Neogene	Miocene	Burdigalian-Langhian (Friasian)	Burdigalian-Langhian (Friasian)	15.5	16.5	197691	E. Vlachos	S. F. Vizcaino, M. S. Bargo, and M. Pérez, I. Aramendía, J. Cuitiño, E. Monsalvo, E. Vlachos, J. Noriega, R. Kay. 2022. Fossil vertebrates of the early-middle Miocene Cerro Boleadoras Formation, northwestern Santa Cruz Province, Patagonia, Argentina. Andean Geology 49(3):382-422
Cingulata	Chlamyphoridae	Stenotatus	Stenotatus_b	extinct	extinct	CL	Arica	Chucal	Chucal	Neogene	Miocene	Early Miocene	Santacrucian	15.97	23.03	103804	M. Uhen	D. A. Croft, J. J. Flynn, and A. R. Wyss. 2007. A New Basal Glyptodontid and other Xenarthra of the Early Miocene Chucal Fauna, Northern Chile. Journal of Vertebrate Paleontology 27(4):781-797
Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes matacus	extant	extant	AR	Cordoba	Isla Verde		Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	197918	P. Mannion	L. E. Cruz. 2013. Biostratigraphy and geochronology of the late Cenozoic of Córdoba Province (central Argentina). Journal of South American Earth Sciences 42:250-259
Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes_tricinctus	extant	extant	BR	Rio Grande do Norte	Lajedo de Soledade		Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	148309	C. Jaramillo	K. O. Porpino, M. F. Santos, and L. P. Bergqvist. 2004. Registros de mamíferos fósseis no Lajedo de Soledade, Apodi, Rio Grande do Norte, Brasil. Revista Brasileira de Paleontologia 7(3):349-358
Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes matacus	extant	extant	BO		Ñuapua		Quaternary	Pleistocene	Late Pleistocene (Lujanian)	Late Pleistocene (Lujanian)	0.0117	0.3	71324	J. Alroy	R. Hoffstetter. 1968. Ñuapua, un gisement de Vertébrés pléistocènes dans le Chaco Bolivien. Bull Mus Nat Hist Natur 40:823-836
Cingulata	Dasypodidae	Anadasypus	Anadasypus	extinct	extinct	BR	Acre	Solimões Fm.		Neogene	Miocene	Tortonian (Huayquerian)	Tortonian (Huayquerian)	5.333	9	55602	M. Uhen	M. A. Cozzuol. 2006. The Acre vertebrate fauna: Age, diversity, and geography. Journal of South American Earth Sciences 21:185-203
Cingulata	Dasypodidae	Anadasypus	Anadasypus_aequatorianus	extinct	extinct	EC	Azuay	Nabón Basin	Letrero	Neogene	Miocene	Late Miocene (Huayquerian)	Late Miocene (Huayquerian)	5.333	9	166501	C. Jaramillo	A. A. Carlini, M. C. Castro, and RH Madden, GJ Scillato-Yané. 2014. A new species of Dasypodidae (Xenarthra: Cingulata) from the late Mioceneof northwestern South America: implications in the Dasypodini phylogeny and diversity. Historical Biology 26(6):728-736
Cingulata	Dasypodidae	Anadasypus	Anadasypus_hondanus	extinct	extinct	CO	Huila Department	La Venta		Neogene	Miocene	Middle Miocene	Laventan	11.63	15.97	13678	J. Alroy	A. A. Carlini, S. F. Vizcaino, and G. J. Scillato-Yane. 1997. Armored Xenarthrans: A unique taxonomic and ecologic assemblage. Vertebrate Paleontology in the Neotropics; The Miocene Fauna of La Venta, Colombia (R. F. Kay, R. H. Madden, R. L. Cifelli, and J. J. Flynn, eds.; Smithsonian Institution Press, Washington)
Cingulata	Dasypodidae	Archaeutatus	Archaeutatus	extinct	extinct	AR	Chubut	Barrancas Blancas		Paleogene	Oligocene	Deseadan-Tinguirirican?	Deseadan-Tinguirirican?	23.03	33.9	186572	P. Mannion	M. T. Dozo, M. Ciancio, and P. Bouza, G. Martínez. 2014. Nueva asociación de mamíferos del Paleógeno en el este de la Patagonia (provincia de Chubut, Argentina): implicancias biocronológicas y paleobiogeográficas. Andean Geology 41(1):224-247
Cingulata	Dasypodidae	Archaeutatus	Archaeutatus_malaspinensis	extinct	extinct	AR	Chubut	Scarrit Pocket		Paleogene	Oligocene	Late Oligocene	Deseadan	23.03	27.82	176201	J. Zijlstra	A. A. Carlini, M. R. Ciancio, and G. J. Scillato-Yane. 2010. Middle Eocene-Early Miocene Dasypodidae (Xenarthra) of southern South America: biostratigraphy and palaeoecology.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Cingulata	Dasypodidae	Archaeutatus	Archaeutatus_malaspinensis	extinct	extinct	AR	Chubut	Gran Barranca (La Cantera)	Sarmiento	Paleogene	Oligocene	Early Oligocene	Tinguirirican	27.82	33.9	49783	P. Mannion	A. A. Carlini, M. R. Ciancio, and J. J. Flynn, G. J. Scillato-Yané, A. R. Wyss. 2009. The phylogenetic and biostratigraphic significance of new armadillos (Mammalia, Xenarthra, Dasypodidae, Euphractinae) from the Tinguirirican (early Oligocene) of Chile. Journal of Systematic Palaeontology 7(4):489-503
Cingulata	Dasypodidae	Astegotherium	Astegotherium	extinct	extinct	AR	Catamarca	Antofagasta de la Sierra	Geste Fm.	Paleogene	Oligocene	Priabonian (~Tinguirirican)	Priabonian (~Tinguirirican)	30	33.9	41608	J. Zijlstra	J. E. Powell, M. J. Babot, and D. A. García López, M. V. Deraco, C. Herrera. 2011. Eocene vertebrates of northwest Argentina: annotated list.  In J. Salfity, R. A. Marquillas (eds.), Cenozoic Geology of the Central Andes of Argentina. SCS Publisher.
Cingulata	Dasypodidae	Astegotherium	Astegotherium sp. nov.	extinct	extinct	AR	Chubut	Laguna Fría		Paleogene	Eocene	Ypresian (Late Early Eocene)	Ypresian (Late Early Eocene)	47.8	56	176059	J. Zijlstra	M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. López, M. Bond, A. A. Carlini, G. J. Scillato-Yané, M. O. Woodburne, L. Chornogubsky, E. Aragón, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
Cingulata	Dasypodidae	Chasicotatus	Chasicotatus_ameghinoi	extinct	extinct	AR	La Pampa	Chica		Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	204360	P. Mannion	G. I. Esteban, N. L. Nasif, and C. I. Montalvo. 2000. Nuevos registros de Dasypodidae (Xenarthra) del Mioceno tardío de la provincia de La Pampa, Argentina. Revista Espanola de Paleontología 16(1):77-87
Cingulata	Dasypodidae	Chasicotatus	Chasicotatus_ameghinoi	extinct	extinct	AR	Buenos Aires	Cerro La Bota	Arroyo Chasico	Neogene	Miocene	Late Miocene	Chasicoan	5.333	11.63	140932	P. Mannion	J. J. Urrutia, C. I. Montalvo, and G. J. Scillato-Yane. 2008. Dasypodidae (Xenarthra, Cingulata) de la Formación Cerro Azul (Mioceno tardío) de la provincia de La Pampa, Argentina. Ameghiniana 45(2):289-302
Cingulata	Dasypodidae	Chorobates	Chorobates	extinct	extinct	AR	Buenos Aires			Neogene	Pliocene	Early Pliocene	Chapadmalan	3.6	5.333	199154	P. Mannion	A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Cingulata	Dasypodidae	Chorobates	Chorobates	extinct	extinct	AR	Buenos Aires			Neogene	Pliocene	Early Pliocene	Montehermosan	3.6	5.333	145757	C. Jaramillo	A. Mones. 1980. Sobre una colección de vertebrados fósiles de Monte Hermoso (Plioceno Superior), Argentina, con la descripción de una nueva especie de Marmosa (Marsupialia: Didelphidae). Comunicaciones Paleontologicas del Museo de Historia Natural de Montevideo 1(8):159-169
Cingulata	Dasypodidae	Chorobates	Chorobates_villosissimus	extinct	extinct	AR	La Pampa	El Guanaco	Cerro Azul	Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	140932	P. Mannion	J. J. Urrutia, C. I. Montalvo, and G. J. Scillato-Yane. 2008. Dasypodidae (Xenarthra, Cingulata) de la Formación Cerro Azul (Mioceno tardío) de la provincia de La Pampa, Argentina. Ameghiniana 45(2):289-302
Cingulata	Dasypodidae	Chorobates	Chorobates	extinct	extinct	AR	Catamarca		Andalhualá	Neogene	Pliocene	Montehermosan-Chapadmalan	Montehermosan-Chapadmalan	3.3	5.333	157795	C. Jaramillo	M. A. Reguero and A. M. Candela. 2011. Late cenozoic mammals from the northwest of Argentina.  In J. A: Salfity, R. A. Marquillas (eds.), Cenozoic geology of the Central Andes of Argentina. Salta: INCE (Instituto Cenozoico).
Cingulata	Dasypodidae	Chorobates	Chorobates rescens	extinct	extinct	AR	Buenos Aires	Necochea		Neogene	Pliocene	Early Chapadmalan	Early Chapadmalan	3.3	4	202096	P. Mannion	J. L. Prado and E. Cerdeño. 1998. Los mamíferos pliocenos de la fauna local Quequén Grande (Provincia de Buenos Aires, Argentina). Estudios Geológicos 54:75-83
Cingulata	Dasypodidae	Chorobates	Chorobates_villosissimus	extinct	extinct	AR	Belén	Catamarca		Neogene	Pliocene	Zanclean (~Montehermosan)	Zanclean (~Montehermosan)	3.6	5.332	189824	P. Mannion	G. Esteban, S. Georgieff, and N. Nasif, L. Ibáñez, R. Bonini. 2019. Marco estratigráfico, paleontología de vertebrados y paleoambientes del Plioceno de Catamarca, Tucumán y Santiago del Estero, Argentina.  In N. Nasif, G. Esteban, J. Chiesa, A. Chiesa, S. M. Georgrieff (eds.), Mioceno al Pleistoceno del centro y norte de Argentina. Tucumán: Opera Lilloana. 52:348-366
Cingulata	Dasypodidae	Chorobates	Chorobates_villosissimus	extinct	extinct	AR	La Pampa	Cerro La Bota	Cerro Azul	Neogene	Miocene	Late Miocene	Chasicoan	5.333	11.63	152063	P. Mannion	C. I. Montalvo, R. L. Tomassini, and R. Sostillo, E. Cerdeño, DH Verzi, G. Visconti, A. Folguera, GI Schmidt. 2019. A chasicoan (late miocene) vertebrate assemblage from cerro azul formation, central Argentina. Geomorphological and biochronological considerations. Journal of South American Earth Sciences
Cingulata	Dasypodidae	Dasypus	Dasypus_neogaeus	extinct	extant	AR	Entre Rios			Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	55600	C. Jaramillo	A. L. Cione, M. M. Azpelicueta, and M. Bond, A. A. Carlini, J. R. Casciotta, M. A. Cozzuol, M. Fuente, Z. Gasparini, F. J. Goin, J. Noriega, G. J. Scillato-Yane, L. Soibelzon, E. P. Tonni, D. H. Verzi, M. G. Vucetich. 2000. Miocene vertebrates from Entre Rios province, eastern Argentina. Serie Correlacion Geologica 14:191-237
Cingulata	Dasypodidae	Dasypus	Dasypus_laevisculptus	extinct	extant	AR	Buenos Aires	Monte Hermoso (Farola)	Monte Hermoso	Neogene	Pliocene	Early Pliocene	Montehermosan	3.6	5.333	198863	P. Mannion	E. P. Tonni, J. L. Prado, and F. Fidalgo, J. H. Laza. 1992. El Piso/Edad Monlehermosense (Plioceno) y sus mamíferos. Actas III Jornadas Geologicas Bonarenses
Cingulata	Dasypodidae	Doellotatus	Doellotatus cf. chapadmalensis	extinct	extinct	AR	Córdoba			Neogene	Pliocene	Early Pliocene	Chapadmalan	3.6	5.333	211573	P. Mannion	A. Tauber, J. Krapovickas, and L. E. Cruz, J. Chiesa. 2019. Estratigrafía, paleontología y paleoambientes del Plioceno de la provincia de Córdoba. Opera lilloana 52: Mioceno al Pleistoceno del centro y norte de Argentina 389(417)
Cingulata	Dasypodidae	Doellotatus	Doellotatus_inornatus	extinct	extinct	AR	La Pampa	El Guanaco	Cerro Azul	Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	140932	P. Mannion	J. J. Urrutia, C. I. Montalvo, and G. J. Scillato-Yane. 2008. Dasypodidae (Xenarthra, Cingulata) de la Formación Cerro Azul (Mioceno tardío) de la provincia de La Pampa, Argentina. Ameghiniana 45(2):289-302
Cingulata	Dasypodidae	Doellotatus	Doellotatus_a	extinct	extinct	AR	Mendoza	San Rafael		Neogene	Pliocene	Early Pliocene	Montehermosan	3.6	5.333	189520	P. Mannion	A. C. Garrido, G. F. Turazzini, and M. Bond, G. Aguirrezabala, A. M. Forasiepi. 2014. Estratigrafía, vertebrados fósiles y evolución tectosedimentaria de los depósitos neógenos del Bloque de San Rafael (Mioceno-Plioceno), Mendoza, Argentina. Acta geológica lilloana 26(2):133-164
Cingulata	Dasypodidae	Doellotatus	Doellotatus_ cf. chapadmalensis	extinct	extinct	AR	Córdoba	Cura Brochero	Brochero	Neogene	Pliocene	Montehermosan - Chapadmalan	Montehermosan - Chapadmalan	3.3	5.333	197902	P. Mannion	L. E. Cruz, J. C. Fernicola, and C. A. Carignano. 2018. New Vertebrates of the Brochero Formation (Córdoba, Argentina): A Review of the Pliocene of Central Argentina. Journal of Mammalian Evolution 25:315-326
Cingulata	Dasypodidae	Doellotatus	Doellotatus_chapadmalensis	extinct	extinct	AR	Córdoba			Neogene	Pliocene	Piacenzian (~Chapadmalan)	Piacenzian (~Chapadmalan)	2.588	3.6	225604	P. Mannion	R. I. Vezzosi and A. I. Olivares. 2022. Eumysops marplatensis Olivares and Verzi 2015 (Rodentia, Hystricognathi) from the Plio-Pleistocene of the Northern Pampa in Argentina: Paleoenvironmental and paleobiogeographic implications. Journal of South American Earth Sciences 113:103670
Cingulata	Dasypodidae	Doellotatus	Doellotatus_chapadmalensis	extinct	extinct	AR	Jujuy	Uquía	Uquía (middle)	Quaternary	Pleistocene	Late Pliocene	Marplatan	2.58	3.6	141894	C. Jaramillo	M. A. Reguero, A. M. Candela, and R. N. Alonso. 2007. Biochronology and biostratigraphy of the Uquía Formation (Pliocene- early Pleistocene, NW Argentina) and its significance in the Great American Biotic Interchange. Journal of South American Earth Sciences 23:1-16
Cingulata	Dasypodidae	Doellotatus	Doellotatus_inornatus	extinct	extinct	AR	Buenos Aires	Río Quequén Salado (Paso del Halcón)	Lower Irene	Neogene	Pliocene	Zanclean (~Montehermosan)	Zanclean (~Montehermosan)	4	5.333	191774	E. Vlachos	U. F. J. Pardinas, F. J. Prevosti, and D. Voglino, M. Cenizo. 2017. A controversial unit within the argentine neogene: the “Irenean” fauna. Ameghiniana 54(6):655-680
Cingulata	Dasypodidae	Doellotatus	Doellotatus_inornatus	extinct	extinct	AR	Buenos Aires			Neogene	Miocene	Huayquerian-Montehermosan	Huayquerian-Montehermosan	4	9	61292	D. Croft	C. M. Deschamps. 2005. Late Cenozoic mammal bio-chronostratigraphy in southwestern Buenos Aires Province, Argentina. Ameghiniana 42(4):733-750
Cingulata	Dasypodidae	Doellotatus	Doellotatus_inornatus	extinct	extinct	AR	La Pampa	Cerro La Bota	Cerro Azul	Neogene	Miocene	Late Miocene	Chasicoan	5.333	11.63	152063	P. Mannion	C. I. Montalvo, R. L. Tomassini, and R. Sostillo, E. Cerdeño, DH Verzi, G. Visconti, A. Folguera, GI Schmidt. 2019. A chasicoan (late miocene) vertebrate assemblage from cerro azul formation, central Argentina. Geomorphological and biochronological considerations. Journal of South American Earth Sciences
Cingulata	Dasypodidae	Doellotatus	Doellotatus_inornatus	extinct	extinct	AR	La Rioja	Quebrada de La Troya	Toro Negro	Neogene	Miocene	Montehermosan-Huayquerian	Montehermosan-Huayquerian	4	9	152263	C. Jaramillo	R. Rodríguez Brizuela and A. F. Taube. 2006. Estratigrafía y mamíferos fósiles de la Formación Toro Negro (Neógeno), Departamento Vinchina, noroeste de la provincia de La Rioja, Argentina. Ameghiniana 43(2):257-262
Cingulata	Dasypodidae	Doellotatus	Doellotatus_b	extinct	extinct	BO	Chuquisaca			Neogene	Miocene	Late Miocene	Huayquerian	5.333	11.63	68792	D. Croft	L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Suárez-Soruco (ed.), Fósiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista Ténica de YPFB) 12(3-4):631-652
Cingulata	Dasypodidae	Eutatus	Eutatus	extinct	extinct	AR	Buenos Aires	Marcos Paz		Quaternary	Pleistocene	Late Pleistocene-Late Holocene	Late Pleistocene-Late Holocene	0	0.3	191127	E. Vlachos	F. Iacona, J. Salgado Ahumada, and S. G. Rodriguez, E. Soibelzon, L. H. Soibelzon, G. M. Gasparini, E. Belinson. 2013. Registros de la Paleofauna del Pleistoceno tardio - Holoceno temprano del Partido de Marcos Paz, noreste de la provincia de Buenos Aires. Ameghiniana 50(6):55-55
Cingulata	Dasypodidae	Eutatus	Eutatus	extinct	extinct	AR	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Ensenadan	0.0117	2.58	36611	J. Alroy	E. P. Tonni. 1970. Zonotrichia robusta n.sp. (Aves, Passeriformes, Emberizidae) from middle Pleistocene of Buenos Aires Province. Ameghiniana 7:161-165
Cingulata	Dasypodidae	Eutatus	Eutatus	extinct	extinct	AR	Cordoba		Lagunilla del Plata	Quaternary	Pleistocene	Late Pleistocene (Lujanian)	Late Pleistocene (Lujanian)	0.0117	0.3	191130	E. Vlachos	C. A. Luna and M. C. Prieto. 2013. Los fosiles de la Formacion Lagunilla del Plata (Pleistoceno tardio) Provincia de Cordoba, Argentina. Ameghiniana 50(6):57-57
Cingulata	Dasypodidae	Eutatus	Eutatus_praepampaeus	extinct	extinct	AR	Buenos Aires	Monte Hermoso (Farola)	Monte Hermoso	Neogene	Pliocene	Early Pliocene	Montehermosan	3.6	5.333	198863	P. Mannion	C. M. Deschamps and R. L. Tomassini. 2016. Late Cenozoic vertebrates from the Southern Pampean region: systematic and bio-chronostratigraphic update.  In M. Martínez, D. Olivera (eds.), Palinología del Meso-Cenozoico de Argentina - Volumen en homenaje a Mirta Elena Quattrocchio. Publicación Electrónica de la Asociación Paleontológica Argentina. 16(2):202-225
Cingulata	Dasypodidae	Eutatus	Eutatus_seguini	extinct	extinct	AR	Buenos Aires	Bajo San José	Lower Section	Quaternary	Pleistocene	Pleistocene	Bonaerian	0.0117	2.58	71316	J. Alroy	C. M. Deschamps and A. M. Borromei. 1992. La fauna de vertebrados pleistocénicos del Bajo San José (provincia de Buenos Aires, Argentina). Aspectos paleoambientales. Ameghiniana 29(2):177-183
Cingulata	Dasypodidae	Eutatus	Eutatus_seguini	extinct	extinct	AR	Buenos Aires	Paso Otero Centinela del Mar		Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71286	J. Alroy	J.L. Prado, A.N. Menegaz, and EP Tonni, MC Salemme. 1987. Los Mamiferos de la Fauna Local Paso Otero (Pleistoceno Tardio), Provincia de Buenos Aires. Aspectos Paleoambientales y Biostratigraficos. Ameghiniana 24(3-4):217-233
Cingulata	Dasypodidae	Eutatus	Eutatus_seguini	extinct	extinct	AR	Buenos Aires			Quaternary	Pleistocene	Middle Pleistocene (Bonaerian)	Middle Pleistocene (Bonaerian)	0.3	0.7	63335	D. Croft	C. M. Deschamps. 2005. Late Cenozoic mammal bio-chronostratigraphy in southwestern Buenos Aires Province, Argentina. Ameghiniana 42(4):733-750
Cingulata	Dasypodidae	Eutatus	Proeutatus_lagena	extinct	extinct	AR	Santa Cruz	Monte Tigre - Cañadón Totoras	Santa Cruz	Neogene	Miocene	Early Miocene	Santacrucian	15.97	23.03	176641	P. Mannion	A. A. Tauber. 1997. Bioestratigrafía de la Formación Santa Cruz (Mioceno Inferior) en el extremo sudeste de la Patagonia. Ameghiniana 34(4):517-529
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_a	extinct	extinct	AR	Chubut	La Cancha		Paleogene	Oligocene	Early Oligocene	Tinguirirican	27.82	33.9	13779	P. Mannion	A. A. Carlini, M. Cancio, and G. J. Scillato-Yané. 2005. Los Xenarthra de Gran Barranca: Más de 20 Ma de historia. Actas del XVI Congreso Geológico Argentino. La Plata 2005
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_a	extinct	extinct	AR	Corrientes			Paleogene	Oligocene	Late Oligocene	Deseadan	23.03	27.82	181625	J. Zijlstra	M. Bond, G. López, and M. A. Reguero, G. J. Scillato-Yané, M. G. Vucetich. 1998. Los mamíferos de la Formación Fray Bentos (Edad Mamífero Deseadense, Oligoceno superior?) de las provincias de Corrientes y Entre Rí­os, Argentina. Asociación Paleontológica Argentina, Publicación Especial 5:41-50
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_asperum	extinct	extinct	AR	Chubut	Cerro del Humo	Musters	Paleogene	Eocene	Late Eocene	Mustersan	33.9	37.71	175761	J. Zijlstra	G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_ater	extinct	extinct	AR	Chubut	Barrancas Blancas	Sarmiento	Paleogene	Oligocene	Tinguirirican - Deseadan	Tinguirirican - Deseadan	23.03	33.9	186572	P. Mannion	M. T. Dozo, M. Ciancio, and P. Bouza, G. Martínez. 2014. Nueva asociación de mamíferos del Paleógeno en el este de la Patagonia (provincia de Chubut, Argentina): implicancias biocronológicas y paleobiogeográficas. Andean Geology 41(1):224-247
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_sparsum	extinct	extinct	AR	Chubut			Paleogene	Eocene	Bartonian (~Mustersan)	Bartonian (~Mustersan)	37.2	40.4	13779	J. Zijlstra	F. Ameghino. 1902. Notices préliminaires sur des mammifères nouveaux des terrains Crétacé de Patagonie {preliminary notes on new mammals from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de Córdoba 17:5-70
Cingulata	Dasypodidae	Machlydotherium	Machlydotherium_b	extinct	extinct	BR	Paraná	Curitiba	Guabirotuba	Paleogene	Eocene	Middle Eocene	Barrancan	37.71	47.8	186567	P. Mannion	F. A. Sedor, E. V. Oliveira, and D. D. Silva, L. A. Fernandes, R. F. Cunha, A. M. Ribeiro, E. V. Dias. 2017. A New South American Paleogene Land Mammal Fauna, Guabirotuba Formation (Southern Brazil). Journal of Mammalian Evolution 24:39-55
Cingulata	Dasypodidae	Macrochorobates	Macrochorobates_chapadmalensis	extinct	extinct	AR	San Luis	Arroyo La Petra	Río Quinto	Neogene	Pliocene	Early Pliocene	Chapadmalan	3.6	5.333	152073	C. Jaramillo	J. L. Prado, J. Chiesa, and G. Tognelli, E. Cerdeño, E. Strasser. 1998. Los mamiferos de la Formacion Rio Quinto (Plioceno), provincia de San Luis (Argentina). Aspectos bioestratigraficos, zoogeograficos y paleoambientales. Estudios Geologicos 54:153-160
