/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S30. Age model of ODP Site 208-1264. PANGAEA, https://doi.org/10.1594/PANGAEA.917627, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532483 * LONGITUDE: 2.845483
	DATE/TIME START: 2003-04-05T00:00:00 * DATE/TIME END: 2003-04-08T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.020 m * MAXIMUM DEPTH, sediment/rock: 280.360 m
Event(s):	208-1264 * LATITUDE: -28.532483 * LONGITUDE: 2.845483 * DATE/TIME START: 2003-04-05T00:00:00 * DATE/TIME END: 2003-04-08T00:00:00 * ELEVATION: -2505.1 m * Penetration: 566.5 m * Recovery: 563.8 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 61 cores; 566.5 m cored; 0 m drilled; 99.5 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	1175 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Reference	Comment
208-1264B-23H-5-W48	213.280	234.93000	21.424000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-23H-5-W108	213.880	235.53000	21.493000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-3-W22	212.020	237.73000	21.704000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-3-W97	212.770	238.48000	21.811000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-4-W10	213.400	239.11000	21.892000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-4-W78	214.080	239.79000	21.968000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-5-W36	215.160	240.87000	22.075000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-23H-6-W2	216.320	242.03000	22.182000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-24H-3-W140	220.700	243.05000	22.266000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-24H-4-W100	221.800	244.15000	22.348000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-24H-5-W54	222.840	245.19000	22.457000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-24H-6-W12	223.920	246.27000	22.568000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-24H-2-W17	219.970	247.28000	22.670000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-24H-2-W108	220.880	248.19000	22.748000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-24H-3-W50	221.800	249.11000	22.846000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-24H-4-W18	222.980	250.29000	22.954000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-25H-1-W102	226.820	251.18000	23.052000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-25H-2-W32	227.620	251.98000	23.118000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-25H-3-W76	229.560	253.92000	23.328000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-25H-4-W98	231.280	255.64000	23.434000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-25H-5-W54	232.340	256.70000	23.515000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-25H-1-W106	228.860	257.56000	23.601000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-25H-2-W48	229.780	258.48000	23.709000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-25H-2-W134	230.640	259.34000	23.825000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-25H-3-W80	231.600	260.30000	23.905000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
NoID-basedat1265		262.14000	24.047000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-26H-1-W80	236.100	263.30000	24.161000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-26H-2-W94	237.740	264.94000	24.263000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-26H-2-W148	238.280	265.48000	24.337000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-26H-3-W76	239.060	266.26000	24.435000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-26H-4-W62	240.420	267.62000	24.544000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-1-W54	237.840	268.58000	24.654000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-2-W102	239.820	270.56000	24.823000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-3-W22	240.520	271.26000	24.935000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-3-W102	241.320	272.06000	25.042000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-4-W60	242.400	273.14000	25.214000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-4-W146	243.260	274.00000	25.321000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-26H-5-W76	244.060	274.80000	25.430000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-2-W80	247.100	275.52000	25.523000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-3-W4	247.840	276.26000	25.599000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-3-W90	248.700	277.12000	25.702000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-4-W54	249.840	278.26000	25.815000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-4-W116	250.460	278.88000	25.893000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-5-W12	250.920	279.34000	25.954000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-5-W112	251.920	280.34000	26.046000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-6-W62	252.920	281.34000	26.156000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-7-W6	253.860	282.28000	26.260000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-27H-7-W61	254.410	282.83000	26.343000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
NoID-basedat1265		283.77000	26.436000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-1-W18	254.480	284.60000	26.541000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-1-W102	255.320	285.44000	26.647000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-2-W34	256.140	286.26000	26.805000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-2-W112	256.920	287.04000	26.912000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-3-W28	257.580	287.70000	27.020000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-3-W106	258.360	288.48000	27.114000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-4-W78	259.580	289.70000	27.298000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-28H-5-W33	260.630	290.75000	27.407000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-28H-2-W80	258.600	291.56000	27.511000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-28H-2-W126	259.060	292.02000	27.590000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-28H-3-W68	259.980	292.94000	27.685000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-28H-4-W4	260.840	293.80000	27.791000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-29H-1-W62	264.420	295.37000	27.962000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-29H-1-W128	265.080	296.03000	28.058000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-29H-2-W80	266.100	297.05000	28.167000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-29H-2-W76	263.960	297.91000	28.272000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-29H-3-W56	265.260	299.21000	28.449000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-29H-5-W24	267.940	301.89000	28.727000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-29H-5-W80	268.500	302.45000	28.792000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-29H-6-W32	269.520	303.47000	28.891001	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
NoID-basedat1265		305.60999	29.097000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-30H-1-W106	274.360	306.91000	29.172001	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-30H-2-W60	275.400	307.95000	29.274000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264B-30H-3-W62	276.920	309.47000	29.385000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-30H-3-W108	275.280	310.41000	29.495001	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-30H-4-W100	276.700	311.83000	29.667999	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-30H-6-W6	278.760	313.89000	29.889999	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-30H-6-W54	279.240	314.37000	29.957001	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
208-1264A-30H-7-W16	280.360	315.49000	30.052000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
NoID-basedat1265		318.57999	30.362000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
NoID-basedat1265		324.79999	30.736000	Liebrand et al., 2016; updated in Drury et al., in prep/submitted	CaCO3 Maxima to E Minima
